id,stratum,areastratum,transect,grid,length,DATE,YEAR,observer,Point,PointStartTime,StartTime,EndTime,TEMP_ST,TEMP_END,SKY_ST,SKY_END,WIND_ST,WIND_END,PtVisitZone,PtVisitEasting,PtVisitNorthing,Species,BirdCode,perpDistance,How,CL_Count,CL_ID,
1186,HC,83.53,HC2-1,HC2,800,1/26/2019,2019,IGONZ,102,745,745,850,-2,0,0,0,0,0,13,570800,3364750,Savannah Sparrow,SAVS,54,O,1,NULL,
1187,HC,83.53,HC2-1,HC2,800,1/26/2019,2019,IGONZ,102,745,745,850,-2,0,0,0,0,0,13,570800,3364750,Savannah Sparrow,SAVS,23,O,1,NULL,
1188,HC,83.53,HC2-1,HC2,800,1/26/2019,2019,IGONZ,102,745,745,850,-2,0,0,0,0,0,13,570800,3364750,Savannah Sparrow,SAVS,39,V,1,NULL,
1189,HC,83.53,HC2-1,HC2,800,1/26/2019,2019,IGONZ,102,745,745,850,-2,0,0,0,0,0,13,570800,3364750,Savannah Sparrow,SAVS,27,V,1,NULL,
1190,HC,83.53,HC2-1,HC2,800,1/26/2019,2019,IGONZ,104,809,745,850,-2,0,0,0,0,0,13,570600,3364750,Savannah Sparrow,SAVS,31,V,1,NULL,
1191,HC,83.53,HC2-1,HC2,800,1/26/2019,2019,IGONZ,104,809,745,850,-2,0,0,0,0,0,13,570600,3364750,Savannah Sparrow,SAVS,20,O,1,NULL,
1192,HC,83.53,HC2-1,HC2,800,1/26/2019,2019,IGONZ,104,809,745,850,-2,0,0,0,0,0,13,570600,3364750,Savannah Sparrow,SAVS,44,O,1,NULL,
1193,HC,83.53,HC2-1,HC2,800,1/26/2019,2019,IGONZ,104,809,745,850,-2,0,0,0,0,0,13,570600,3364750,Chestnut-collared Longspur,CCLO,116,V,2,NULL,
1194,HC,83.53,HC2-1,HC2,800,1/26/2019,2019,IGONZ,104,809,745,850,-2,0,0,0,0,0,13,570600,3364750,Chestnut-collared Longspur,CCLO,47,O,3,NULL,
1195,HC,83.53,HC2-1,HC2,800,1/26/2019,2019,IGONZ,104,809,745,850,-2,0,0,0,0,0,13,570600,3364750,Savannah Sparrow,SAVS,49,O,1,NULL,
1196,HC,83.53,HC2-1,HC2,800,1/26/2019,2019,IGONZ,104,809,745,850,-2,0,0,0,0,0,13,570600,3364750,Savannah Sparrow,SAVS,61,O,1,NULL,
1197,HC,83.53,HC2-1,HC2,800,1/26/2019,2019,IGONZ,104,809,745,850,-2,0,0,0,0,0,13,570600,3364750,Chestnut-collared Longspur,CCLO,95,O,1,NULL,
1198,HC,83.53,HC2-1,HC2,800,1/26/2019,2019,IGONZ,104,809,745,850,-2,0,0,0,0,0,13,570600,3364750,Savannah Sparrow,SAVS,73,V,2,NULL,
1199,HC,83.53,HC2-1,HC2,800,1/26/2019,2019,IGONZ,104,809,745,850,-2,0,0,0,0,0,13,570600,3364750,Savannah Sparrow,SAVS,64,V,1,NULL,
1200,HC,83.53,HC2-1,HC2,800,1/26/2019,2019,IGONZ,104,809,745,850,-2,0,0,0,0,0,13,570600,3364750,Chestnut-collared Longspur,CCLO,54,O,1,NULL,
1201,HC,83.53,HC2-1,HC2,800,1/26/2019,2019,IGONZ,104,809,745,850,-2,0,0,0,0,0,13,570600,3364750,Chestnut-collared Longspur,CCLO,76,O,2,NULL,
1202,HC,83.53,HC2-1,HC2,800,1/26/2019,2019,IGONZ,104,809,745,850,-2,0,0,0,0,0,13,570600,3364750,Loggerhead Shrike,LOSH,106,V,1,NULL,
1203,HC,83.53,HC2-1,HC2,800,1/26/2019,2019,IGONZ,104,809,745,850,-2,0,0,0,0,0,13,570600,3364750,Brewer's Sparrow,BRSP,35,V,3,NULL,
1204,HC,83.53,HC2-1,HC2,800,1/26/2019,2019,IGONZ,104,809,745,850,-2,0,0,0,0,0,13,570600,3364750,Eastern Meadowlark,EAME,80,V,1,NULL,
1205,HC,83.53,HC2-1,HC2,800,1/26/2019,2019,IGONZ,104,809,745,850,-2,0,0,0,0,0,13,570600,3364750,Merlin,MERL,190,V,1,NULL,
1206,HC,83.53,HC2-1,HC2,800,1/26/2019,2019,IGONZ,104,809,745,850,-2,0,0,0,0,0,13,570600,3364750,BAIS;GRSP;SAVS,AMPA,68,V,1,NULL,
1207,HC,83.53,HC2-1,HC2,800,1/26/2019,2019,IGONZ,104,809,745,850,-2,0,0,0,0,0,13,570600,3364750,Eastern Meadowlark,EAME,87,S,1,NULL,
1208,HC,83.53,HC2-1,HC2,800,1/26/2019,2019,IGONZ,106,826,745,850,-2,0,0,0,0,0,13,570400,3364750,Unknown Raptor,UNRA,82,V,1,NULL,
1209,HC,83.53,HC2-1,HC2,800,1/26/2019,2019,IGONZ,106,826,745,850,-2,0,0,0,0,0,13,570400,3364750,BAIS;GRSP;SAVS,AMPA,45,V,1,NULL,
1210,HC,83.53,HC2-1,HC2,800,1/26/2019,2019,IGONZ,106,826,745,850,-2,0,0,0,0,0,13,570400,3364750,BAIS;GRSP;SAVS,AMPA,33,V,1,NULL,
1211,HC,83.53,HC2-1,HC2,800,1/26/2019,2019,IGONZ,106,826,745,850,-2,0,0,0,0,0,13,570400,3364750,BAIS;GRSP;SAVS,AMPA,59,V,1,NULL,
1212,HC,83.53,HC2-1,HC2,800,1/26/2019,2019,IGONZ,106,826,745,850,-2,0,0,0,0,0,13,570400,3364750,BAIS;GRSP;SAVS,AMPA,32,V,1,NULL,
1213,HC,83.53,HC2-1,HC2,800,1/26/2019,2019,IGONZ,106,826,745,850,-2,0,0,0,0,0,13,570400,3364750,Chestnut-collared Longspur,CCLO,79,O,1,NULL,
1214,HC,83.53,HC2-1,HC2,800,1/26/2019,2019,IGONZ,106,826,745,850,-2,0,0,0,0,0,13,570400,3364750,Savannah Sparrow,SAVS,43,O,1,NULL,
1215,HC,83.53,HC2-1,HC2,800,1/26/2019,2019,IGONZ,106,826,745,850,-2,0,0,0,0,0,13,570400,3364750,Savannah Sparrow,SAVS,47,O,1,NULL,
1216,HC,83.53,HC2-1,HC2,800,1/26/2019,2019,IGONZ,106,826,745,850,-2,0,0,0,0,0,13,570400,3364750,Chestnut-collared Longspur,CCLO,84,O,1,NULL,
1217,HC,83.53,HC2-1,HC2,800,1/26/2019,2019,IGONZ,106,826,745,850,-2,0,0,0,0,0,13,570400,3364750,Chestnut-collared Longspur,CCLO,137,O,1,NULL,
1218,HC,83.53,HC2-1,HC2,800,1/26/2019,2019,IGONZ,106,826,745,850,-2,0,0,0,0,0,13,570400,3364750,Chestnut-collared Longspur,CCLO,70,O,1,NULL,
1219,HC,83.53,HC2-1,HC2,800,1/26/2019,2019,IGONZ,108,837,745,850,-2,0,0,0,0,0,13,570200,3364750,Chestnut-collared Longspur,CCLO,70,O,1,NULL,
1220,HC,83.53,HC2-1,HC2,800,1/26/2019,2019,IGONZ,108,837,745,850,-2,0,0,0,0,0,13,570200,3364750,Chestnut-collared Longspur,CCLO,49,O,3,NULL,
1221,HC,83.53,HC2-1,HC2,800,1/26/2019,2019,IGONZ,108,837,745,850,-2,0,0,0,0,0,13,570200,3364750,Sprague's Pipit,SPPI,36,V,1,NULL,
1222,HC,83.53,HC2-1,HC2,800,1/26/2019,2019,IGONZ,108,837,745,850,-2,0,0,0,0,0,13,570200,3364750,Chestnut-collared Longspur,CCLO,24,V,4,A,
1223,HC,83.53,HC2-1,HC2,800,1/26/2019,2019,IGONZ,108,837,745,850,-2,0,0,0,0,0,13,570200,3364750,Chestnut-collared Longspur,CCLO,17,V,58,A,
1224,HC,83.53,HC2-1,HC2,800,1/26/2019,2019,IGONZ,108,837,745,850,-2,0,0,0,0,0,13,570200,3364750,Mourning Dove,MODO,20,V,1,NULL,
1225,HC,83.53,HC2-1,HC2,800,1/26/2019,2019,IGONZ,108,837,745,850,-2,0,0,0,0,0,13,570200,3364750,BAIS;GRSP;SAVS,AMPA,5,V,1,NULL,
1226,HC,83.53,HC2-1,HC2,800,1/26/2019,2019,IGONZ,108,837,745,850,-2,0,0,0,0,0,13,570200,3364750,Horned Lark,HOLA,8,V,11,NULL,
1227,HC,83.53,HC2-1,HC2,800,1/26/2019,2019,IGONZ,108,837,745,850,-2,0,0,0,0,0,13,570200,3364750,Prairie Falcon,PRFA,32,V,1,NULL,
1228,HC,83.53,HC2-2,HC2,800,1/26/2019,2019,IGONZ,202,927,855,938,1,4,0,0,0,1,13,570800,3364500,Eastern Meadowlark,EAME,9,V,1,NULL,
1229,HC,83.53,HC2-2,HC2,800,1/26/2019,2019,IGONZ,202,927,855,938,1,4,0,0,0,1,13,570800,3364500,Chestnut-collared Longspur,CCLO,62,O,1,NULL,
1230,HC,83.53,HC2-2,HC2,800,1/26/2019,2019,IGONZ,202,927,855,938,1,4,0,0,0,1,13,570800,3364500,Unknown Spizella,SPSP,74,V,4,NULL,
1231,HC,83.53,HC2-2,HC2,800,1/26/2019,2019,IGONZ,202,927,855,938,1,4,0,0,0,1,13,570800,3364500,Unknown Sparrow,UNSP,132,V,1,NULL,
1232,HC,83.53,HC2-2,HC2,800,1/26/2019,2019,IGONZ,202,927,855,938,1,4,0,0,0,1,13,570800,3364500,Unknown Sparrow,UNSP,104,V,1,NULL,
1233,HC,83.53,HC2-2,HC2,800,1/26/2019,2019,IGONZ,202,927,855,938,1,4,0,0,0,1,13,570800,3364500,Savannah Sparrow,SAVS,89,V,1,NULL,
1234,HC,83.53,HC2-2,HC2,800,1/26/2019,2019,IGONZ,202,927,855,938,1,4,0,0,0,1,13,570800,3364500,Chestnut-collared Longspur,CCLO,22,V,10,NULL,
1235,HC,83.53,HC2-2,HC2,800,1/26/2019,2019,IGONZ,202,927,855,938,1,4,0,0,0,1,13,570800,3364500,Unknown Spizella,SPSP,144,V,1,NULL,
1236,HC,83.53,HC2-2,HC2,800,1/26/2019,2019,IGONZ,202,927,855,938,1,4,0,0,0,1,13,570800,3364500,Savannah Sparrow,SAVS,12,V,1,NULL,
1237,HC,83.53,HC2-2,HC2,800,1/26/2019,2019,IGONZ,202,927,855,938,1,4,0,0,0,1,13,570800,3364500,Chestnut-collared Longspur,CCLO,42,O,2,NULL,
1238,HC,83.53,HC2-2,HC2,800,1/26/2019,2019,IGONZ,204,917,855,938,1,4,0,0,0,1,13,570600,3364500,Chestnut-collared Longspur,CCLO,62,O,1,NULL,
1239,HC,83.53,HC2-2,HC2,800,1/26/2019,2019,IGONZ,204,917,855,938,1,4,0,0,0,1,13,570600,3364500,Chestnut-collared Longspur,CCLO,30,V,6,NULL,
1240,HC,83.53,HC2-2,HC2,800,1/26/2019,2019,IGONZ,204,917,855,938,1,4,0,0,0,1,13,570600,3364500,Savannah Sparrow,SAVS,39,V,1,NULL,
1241,HC,83.53,HC2-2,HC2,800,1/26/2019,2019,IGONZ,204,917,855,938,1,4,0,0,0,1,13,570600,3364500,Savannah Sparrow,SAVS,45,V,1,NULL,
1242,HC,83.53,HC2-2,HC2,800,1/26/2019,2019,IGONZ,204,917,855,938,1,4,0,0,0,1,13,570600,3364500,BAIS;GRSP;SAVS,AMPA,18,V,1,NULL,
1243,HC,83.53,HC2-2,HC2,800,1/26/2019,2019,IGONZ,206,906,855,938,1,4,0,0,0,1,13,570400,3364500,BAIS;GRSP;SAVS,AMPA,15,V,2,NULL,
1244,HC,83.53,HC2-2,HC2,800,1/26/2019,2019,IGONZ,206,906,855,938,1,4,0,0,0,1,13,570400,3364500,Savannah Sparrow,SAVS,27,V,3,NULL,
1245,HC,83.53,HC2-2,HC2,800,1/26/2019,2019,IGONZ,206,906,855,938,1,4,0,0,0,1,13,570400,3364500,Savannah Sparrow,SAVS,32,O,1,NULL,
1246,HC,83.53,HC2-2,HC2,800,1/26/2019,2019,IGONZ,206,906,855,938,1,4,0,0,0,1,13,570400,3364500,Savannah Sparrow,SAVS,39,O,1,NULL,
1247,HC,83.53,HC2-2,HC2,800,1/26/2019,2019,IGONZ,206,906,855,938,1,4,0,0,0,1,13,570400,3364500,Savannah Sparrow,SAVS,13,V,1,NULL,
1248,HC,83.53,HC2-2,HC2,800,1/26/2019,2019,IGONZ,206,906,855,938,1,4,0,0,0,1,13,570400,3364500,Chestnut-collared Longspur,CCLO,37,O,1,NULL,
1249,HC,83.53,HC2-2,HC2,800,1/26/2019,2019,IGONZ,208,855,855,938,1,4,0,0,0,1,13,570200,3364500,Chestnut-collared Longspur,CCLO,49,O,1,NULL,
1250,HC,83.53,HC2-2,HC2,800,1/26/2019,2019,IGONZ,208,855,855,938,1,4,0,0,0,1,13,570200,3364500,Chestnut-collared Longspur,CCLO,29,V,3,NULL,
1251,HC,83.53,HC2-2,HC2,800,1/26/2019,2019,IGONZ,208,855,855,938,1,4,0,0,0,1,13,570200,3364500,Chestnut-collared Longspur,CCLO,54,O,1,NULL,
1252,HC,83.53,HC2-2,HC2,800,1/26/2019,2019,IGONZ,208,855,855,938,1,4,0,0,0,1,13,570200,3364500,Red-tailed Hawk,RTHA,116,V,1,NULL,
1253,HC,83.53,HC2-2,HC2,800,1/26/2019,2019,IGONZ,208,855,855,938,1,4,0,0,0,1,13,570200,3364500,Chestnut-collared Longspur,CCLO,47,V,2,NULL,
1254,HC,83.53,HC2-2,HC2,800,1/26/2019,2019,IGONZ,208,855,855,938,1,4,0,0,0,1,13,570200,3364500,Brewer's Sparrow,BRSP,43,V,25,A,
1255,HC,83.53,HC2-2,HC2,800,1/26/2019,2019,IGONZ,208,855,855,938,1,4,0,0,0,1,13,570200,3364500,Lark Bunting,LARB,49,V,38,A,
1256,HC,83.53,HC2-3,HC2,600,1/26/2019,2019,IGONZ,302,943,943,1031,943,1031,0,0,1,0,13,570800,3364250,BAIS;GRSP;SAVS,AMPA,98,V,1,NULL,
1257,HC,83.53,HC2-3,HC2,600,1/26/2019,2019,IGONZ,302,943,943,1031,943,1031,0,0,1,0,13,570800,3364250,Savannah Sparrow,SAVS,17,O,1,NULL,
1258,HC,83.53,HC2-3,HC2,600,1/26/2019,2019,IGONZ,302,943,943,1031,943,1031,0,0,1,0,13,570800,3364250,Savannah Sparrow,SAVS,86,V,1,NULL,
1259,HC,83.53,HC2-3,HC2,600,1/26/2019,2019,IGONZ,302,943,943,1031,943,1031,0,0,1,0,13,570800,3364250,Savannah Sparrow,SAVS,94,O,1,NULL,
1260,HC,83.53,HC2-3,HC2,600,1/26/2019,2019,IGONZ,302,943,943,1031,943,1031,0,0,1,0,13,570800,3364250,Savannah Sparrow,SAVS,2,V,1,NULL,
1261,HC,83.53,HC2-3,HC2,600,1/26/2019,2019,IGONZ,302,943,943,1031,943,1031,0,0,1,0,13,570800,3364250,Savannah Sparrow,SAVS,37,V,1,NULL,
1262,HC,83.53,HC2-3,HC2,600,1/26/2019,2019,IGONZ,302,943,943,1031,943,1031,0,0,1,0,13,570800,3364250,Chestnut-collared Longspur,CCLO,64,O,1,NULL,
1263,HC,83.53,HC2-3,HC2,600,1/26/2019,2019,IGONZ,302,943,943,1031,943,1031,0,0,1,0,13,570800,3364250,Chestnut-collared Longspur,CCLO,5,V,1,NULL,
1264,HC,83.53,HC2-3,HC2,600,1/26/2019,2019,IGONZ,304,956,943,1031,943,1031,0,0,1,0,13,570600,3364250,Chestnut-collared Longspur,CCLO,90,O,7,NULL,
1265,HC,83.53,HC2-3,HC2,600,1/26/2019,2019,IGONZ,304,956,943,1031,943,1031,0,0,1,0,13,570600,3364250,Chestnut-collared Longspur,CCLO,16,V,1,NULL,
1266,HC,83.53,HC2-3,HC2,600,1/26/2019,2019,IGONZ,304,956,943,1031,943,1031,0,0,1,0,13,570600,3364250,Unknown Sparrow,UNSP,149,V,1,NULL,
1267,HC,83.53,HC2-3,HC2,600,1/26/2019,2019,IGONZ,304,956,943,1031,943,1031,0,0,1,0,13,570600,3364250,Chestnut-collared Longspur,CCLO,27,O,1,NULL,
1268,HC,83.53,HC2-3,HC2,600,1/26/2019,2019,IGONZ,304,956,943,1031,943,1031,0,0,1,0,13,570600,3364250,Red-tailed Hawk,RTHA,176,V,1,NULL,
1269,HC,83.53,HC2-3,HC2,600,1/26/2019,2019,IGONZ,304,956,943,1031,943,1031,0,0,1,0,13,570600,3364250,Northern Harrier,NOHA,137,V,1,NULL,
1270,HC,83.53,HC2-3,HC2,600,1/26/2019,2019,IGONZ,304,956,943,1031,943,1031,0,0,1,0,13,570600,3364250,BAIS;GRSP;SAVS,AMPA,1,V,1,NULL,
1271,HC,83.53,HC2-3,HC2,600,1/26/2019,2019,IGONZ,304,956,943,1031,943,1031,0,0,1,0,13,570600,3364250,Horned Lark,HOLA,12,V,4,NULL,
1272,HC,83.53,HC2-3,HC2,600,1/26/2019,2019,IGONZ,306,1008,943,1031,943,1031,0,0,1,0,13,570400,3364250,BAIS;GRSP;SAVS,AMPA,52,V,1,NULL,
1273,HC,83.53,HC2-3,HC2,600,1/26/2019,2019,IGONZ,306,1008,943,1031,943,1031,0,0,1,0,13,570400,3364250,Mourning Dove,MODO,76,V,9,NULL,
1274,HC,83.53,HC2-3,HC2,600,1/26/2019,2019,IGONZ,306,1008,943,1031,943,1031,0,0,1,0,13,570400,3364250,BAIS;GRSP;SAVS,AMPA,39,V,2,NULL,
1275,HC,83.53,HC2-3,HC2,600,1/26/2019,2019,IGONZ,306,1008,943,1031,943,1031,0,0,1,0,13,570400,3364250,Unknown Bird,UNBI,229,V,1,NULL,
1276,HC,83.53,HC2-3,HC2,600,1/26/2019,2019,IGONZ,306,1008,943,1031,943,1031,0,0,1,0,13,570400,3364250,Unknown Bird,UNBI,236,V,1,NULL,
1277,HC,83.53,HC2-3,HC2,600,1/26/2019,2019,IGONZ,306,1008,943,1031,943,1031,0,0,1,0,13,570400,3364250,BAIS;GRSP;SAVS,AMPA,1,V,1,NULL,
1278,HC,83.53,HC2-3,HC2,600,1/26/2019,2019,IGONZ,306,1008,943,1031,943,1031,0,0,1,0,13,570400,3364250,Savannah Sparrow,SAVS,44,V,4,NULL,
1279,HC,83.53,HC2-3,HC2,600,1/26/2019,2019,IGONZ,306,1008,943,1031,943,1031,0,0,1,0,13,570400,3364250,Savannah Sparrow,SAVS,43,V,1,NULL,
1280,HC,83.53,HC2-3,HC2,600,1/26/2019,2019,IGONZ,306,1008,943,1031,943,1031,0,0,1,0,13,570400,3364250,Savannah Sparrow,SAVS,27,V,1,NULL,
1281,HC,83.53,HC2-3,HC2,600,1/26/2019,2019,IGONZ,306,1008,943,1031,943,1031,0,0,1,0,13,570400,3364250,Savannah Sparrow,SAVS,20,O,1,NULL,
1282,HC,83.53,HC2-3,HC2,600,1/26/2019,2019,IGONZ,306,1008,943,1031,943,1031,0,0,1,0,13,570400,3364250,Savannah Sparrow,SAVS,8,V,2,NULL,
1283,HC,83.53,HC2-3,HC2,600,1/26/2019,2019,IGONZ,306,1008,943,1031,943,1031,0,0,1,0,13,570400,3364250,Unknown Sparrow,UNSP,114,V,1,NULL,
1284,HC,83.53,HC2-3,HC2,600,1/26/2019,2019,IGONZ,306,1008,943,1031,943,1031,0,0,1,0,13,570400,3364250,Unknown Sparrow,UNSP,79,V,1,NULL,
1285,HC,83.53,HC2-3,HC2,600,1/26/2019,2019,IGONZ,306,1008,943,1031,943,1031,0,0,1,0,13,570400,3364250,Unknown Sparrow,UNSP,90,O,1,NULL,
1286,HC,83.53,HC2-3,HC2,600,1/26/2019,2019,IGONZ,306,1008,943,1031,943,1031,0,0,1,0,13,570400,3364250,Savannah Sparrow,SAVS,26,V,1,NULL,
1287,HC,83.53,HC2-3,HC2,600,1/26/2019,2019,IGONZ,306,1008,943,1031,943,1031,0,0,1,0,13,570400,3364250,Savannah Sparrow,SAVS,37,V,1,NULL,
1288,HC,83.53,HC2-3,HC2,600,1/26/2019,2019,IGONZ,308,1021,943,1031,943,1031,0,0,1,0,13,570200,3364250,Loggerhead Shrike,LOSH,39,V,1,NULL,
1289,HC,83.53,HC2-3,HC2,600,1/26/2019,2019,IGONZ,308,1021,943,1031,943,1031,0,0,1,0,13,570200,3364250,BAIS;GRSP;SAVS,AMPA,85,V,1,NULL,
1290,HC,83.53,HC1-1,HC1,200,1/27/2019,2019,DPO,102,936,936,949,5,6,0,0,1,1,13,580800,3372750,No Birds,NOBI,-1,U,0,NULL,
1291,HC,83.53,HC1-2,HC1,400,1/27/2019,2019,DPO,202,903,850,915,0,2,0,0,0,1,13,580800,3372500,Rock Wren,ROWR,81,O,1,NULL,
1292,HC,83.53,HC1-3,HC1,800,1/27/2019,2019,DPO,302,759,759,840,-5,-3,0,0,0,0,13,580800,3372250,Cactus Wren,CACW,37,O,1,NULL,
1293,HC,83.53,HC1-3,HC1,800,1/27/2019,2019,DPO,302,759,759,840,-5,-3,0,0,0,0,13,580800,3372250,Cactus Wren,CACW,44,V,1,NULL,
1294,HC,83.53,HC1-3,HC1,800,1/27/2019,2019,DPO,302,759,759,840,-5,-3,0,0,0,0,13,580800,3372250,Unknown Bird,UNBI,304,V,2,NULL,
1295,HC,83.53,HC1-3,HC1,800,1/27/2019,2019,DPO,302,759,759,840,-5,-3,0,0,0,0,13,580800,3372250,Grasshopper Sparrow,GRSP,1,V,1,NULL,
1296,HC,83.53,HC1-3,HC1,800,1/27/2019,2019,DPO,302,759,759,840,-5,-3,0,0,0,0,13,580800,3372250,Baird's Sparrow,BAIS,2,V,1,NULL,
1297,HC,83.53,HC1-3,HC1,800,1/27/2019,2019,DPO,302,759,759,840,-5,-3,0,0,0,0,13,580800,3372250,Chestnut-collared Longspur,CCLO,13,O,1,NULL,
1298,HC,83.53,HC1-3,HC1,800,1/27/2019,2019,DPO,304,814,759,840,-5,-3,0,0,0,0,13,580600,3372250,Red-tailed Hawk,RTHA,405,V,1,NULL,
1299,HC,83.53,HC1-3,HC1,800,1/27/2019,2019,DPO,304,814,759,840,-5,-3,0,0,0,0,13,580600,3372250,Unknown Raven,UNRV,451,V,1,NULL,
1300,HC,83.53,HC1-3,HC1,800,1/27/2019,2019,DPO,306,825,759,840,-5,-3,0,0,0,0,13,580400,3372250,Chestnut-collared Longspur,CCLO,56,O,3,NULL,
1301,HC,83.53,HC1-3,HC1,800,1/27/2019,2019,DPO,306,825,759,840,-5,-3,0,0,0,0,13,580400,3372250,Eastern Meadowlark,EAME,17,V,1,NULL,
1302,HC,83.53,HC2-1,HC2,800,1/27/2019,2019,IGONZ,102,745,745,838,-3,0,0,0,0,0,13,570800,3364750,Chihuahuan Raven,CHRA,19,V,1,NULL,
1303,HC,83.53,HC2-1,HC2,800,1/27/2019,2019,IGONZ,102,745,745,838,-3,0,0,0,0,0,13,570800,3364750,Chihuahuan Raven,CHRA,12,V,1,NULL,
1304,HC,83.53,HC2-1,HC2,800,1/27/2019,2019,IGONZ,102,745,745,838,-3,0,0,0,0,0,13,570800,3364750,Chihuahuan Raven,CHRA,15,V,1,NULL,
1305,HC,83.53,HC2-1,HC2,800,1/27/2019,2019,IGONZ,102,745,745,838,-3,0,0,0,0,0,13,570800,3364750,Chihuahuan Raven,CHRA,16,V,1,NULL,
1306,HC,83.53,HC2-1,HC2,800,1/27/2019,2019,IGONZ,102,745,745,838,-3,0,0,0,0,0,13,570800,3364750,BAIS;GRSP;SAVS,AMPA,6,V,2,NULL,
1307,HC,83.53,HC2-1,HC2,800,1/27/2019,2019,IGONZ,102,745,745,838,-3,0,0,0,0,0,13,570800,3364750,Unknown Raven,UNRV,117,O,1,NULL,
1308,HC,83.53,HC2-1,HC2,800,1/27/2019,2019,IGONZ,102,745,745,838,-3,0,0,0,0,0,13,570800,3364750,Unknown Raven,UNRV,96,O,1,NULL,
1309,HC,83.53,HC2-1,HC2,800,1/27/2019,2019,IGONZ,102,745,745,838,-3,0,0,0,0,0,13,570800,3364750,Unknown Raven,UNRV,78,V,1,NULL,
1310,HC,83.53,HC2-1,HC2,800,1/27/2019,2019,IGONZ,102,745,745,838,-3,0,0,0,0,0,13,570800,3364750,Savannah Sparrow,SAVS,32,O,1,NULL,
1311,HC,83.53,HC2-1,HC2,800,1/27/2019,2019,IGONZ,102,745,745,838,-3,0,0,0,0,0,13,570800,3364750,Savannah Sparrow,SAVS,23,V,1,NULL,
1312,HC,83.53,HC2-1,HC2,800,1/27/2019,2019,IGONZ,102,745,745,838,-3,0,0,0,0,0,13,570800,3364750,Savannah Sparrow,SAVS,12,O,1,NULL,
1313,HC,83.53,HC2-1,HC2,800,1/27/2019,2019,IGONZ,102,745,745,838,-3,0,0,0,0,0,13,570800,3364750,Savannah Sparrow,SAVS,4,O,1,NULL,
1314,HC,83.53,HC2-1,HC2,800,1/27/2019,2019,IGONZ,102,745,745,838,-3,0,0,0,0,0,13,570800,3364750,Savannah Sparrow,SAVS,22,O,1,NULL,
1315,HC,83.53,HC2-1,HC2,800,1/27/2019,2019,IGONZ,102,745,745,838,-3,0,0,0,0,0,13,570800,3364750,Savannah Sparrow,SAVS,15,O,1,NULL,
1316,HC,83.53,HC2-1,HC2,800,1/27/2019,2019,IGONZ,104,803,745,838,-3,0,0,0,0,0,13,570600,3364750,Savannah Sparrow,SAVS,23,O,1,NULL,
1317,HC,83.53,HC2-1,HC2,800,1/27/2019,2019,IGONZ,104,803,745,838,-3,0,0,0,0,0,13,570600,3364750,Savannah Sparrow,SAVS,6,O,1,NULL,
1318,HC,83.53,HC2-1,HC2,800,1/27/2019,2019,IGONZ,104,803,745,838,-3,0,0,0,0,0,13,570600,3364750,Savannah Sparrow,SAVS,4,V,1,NULL,
1319,HC,83.53,HC2-1,HC2,800,1/27/2019,2019,IGONZ,104,803,745,838,-3,0,0,0,0,0,13,570600,3364750,Savannah Sparrow,SAVS,19,O,1,NULL,
1320,HC,83.53,HC2-1,HC2,800,1/27/2019,2019,IGONZ,104,803,745,838,-3,0,0,0,0,0,13,570600,3364750,Savannah Sparrow,SAVS,21,O,1,NULL,
1321,HC,83.53,HC2-1,HC2,800,1/27/2019,2019,IGONZ,104,803,745,838,-3,0,0,0,0,0,13,570600,3364750,Chestnut-collared Longspur,CCLO,49,O,1,NULL,
1322,HC,83.53,HC2-1,HC2,800,1/27/2019,2019,IGONZ,104,803,745,838,-3,0,0,0,0,0,13,570600,3364750,Red-tailed Hawk,RTHA,165,V,1,NULL,
1323,HC,83.53,HC2-1,HC2,800,1/27/2019,2019,IGONZ,104,803,745,838,-3,0,0,0,0,0,13,570600,3364750,Savannah Sparrow,SAVS,8,O,1,NULL,
1324,HC,83.53,HC2-1,HC2,800,1/27/2019,2019,IGONZ,104,803,745,838,-3,0,0,0,0,0,13,570600,3364750,Savannah Sparrow,SAVS,12,O,1,NULL,
1325,HC,83.53,HC2-1,HC2,800,1/27/2019,2019,IGONZ,104,803,745,838,-3,0,0,0,0,0,13,570600,3364750,Chestnut-collared Longspur,CCLO,47,V,2,NULL,
1326,HC,83.53,HC2-1,HC2,800,1/27/2019,2019,IGONZ,104,803,745,838,-3,0,0,0,0,0,13,570600,3364750,Savannah Sparrow,SAVS,6,O,1,NULL,
1327,HC,83.53,HC2-1,HC2,800,1/27/2019,2019,IGONZ,104,803,745,838,-3,0,0,0,0,0,13,570600,3364750,Chestnut-collared Longspur,CCLO,27,V,1,NULL,
1328,HC,83.53,HC2-1,HC2,800,1/27/2019,2019,IGONZ,104,803,745,838,-3,0,0,0,0,0,13,570600,3364750,Chestnut-collared Longspur,CCLO,41,O,1,NULL,
1329,HC,83.53,HC2-1,HC2,800,1/27/2019,2019,IGONZ,104,803,745,838,-3,0,0,0,0,0,13,570600,3364750,Chestnut-collared Longspur,CCLO,37,O,1,NULL,
1330,HC,83.53,HC2-1,HC2,800,1/27/2019,2019,IGONZ,104,803,745,838,-3,0,0,0,0,0,13,570600,3364750,Eastern Meadowlark,EAME,39,O,1,NULL,
